,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct
6198,Brown University,Physics,1.19,2017-2018,1st,,1,2017,27000,27000,0,0,27000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0
6199,University of California - Berkeley,Philosophy,0.85,2016-2017,3rd,,3,2016,23500,23500,0,0,23500,ArtsAndTheology,ArtsAndTheology,low,0,0
6200,Temple University (TU),Business School,1.08,2016-2017,1st,,1,2016,26000,26000,0,0,26000,Business School,Other,low,0,0
6206,University of Missouri - St. Louis,Psychology,0.68,2017-2018,1st,,1,2017,14000,14000,0,0,14000,HistPolSoc,HistPolSoc,low,0,0
6207,University of Florida (UF),Political Science,0.53,2017-2018,1st,,1,2017,12000,0,13500,0,13500,HistPolSoc,HistPolSoc,high,1500,1500
6209,Johns Hopkins University (JHU),Political Science,1.11,2017-2018,1st,,1,2017,28500,29000,0,0,29000,HistPolSoc,HistPolSoc,low,500,500
6210,Texas Tech University (TTU),English,0.89,2017-2018,1st,Teaching a summer course is optional and would pay an additional stipend.,1,2017,18000,0,18000,0,18000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0
6211,Drexel University (DU),Epidemiology,0.97,2016-2017,1st,,1,2016,23376,23376,0,0,23376,Medical,Medical,low,0,0
6212,University of New Mexico (UNM),Biology,0.99,2016-2017,1st,,1,2016,20836,0,17592,3244,20836,Biology,Biology,high,0,0
6213,University of Southern California (USC),Chemistry,1.24,2017-2018,1st,,1,2017,32000,32000,0,0,32000,Chemistry,Chemistry,low,0,0
6214,University of Southern California (USC),Chemistry,1.2,2017-2018,1st,,1,2017,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0
6215,University of Arizona (U of A),Chemistry,1.16,2017-2018,1st,,1,2017,24000,24000,0,0,24000,Chemistry,Chemistry,low,0,0
6216,Colorado School of Mines,Petroleum engineering,0.88,2016-2017,2nd,,2,2016,19800,0,15000,4800,19800,Petroleum engineering,Other,high,0,0
6217,Kansas State University (K-State),Computer Science,0.53,2017-2018,1st,"GTA with 9 credit hour tuition waiver,  $150/semester health insurance, and $650 bi-weekly stipend. ",1,2017,11700,0,11700,0,11700,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
6218,Princeton University,economics,1.47,2017-2018,1st,,1,2017,37400,37400,0,0,37400,BusinessAndManagement,BusinessAndManagement,low,0,0
6220,Washington University in St. Louis (Wash U),Immunology,1.45,2017-2018,1st,,1,2017,30000,30000,0,0,30000,Medical,Medical,low,0,0
6221,CUNY Graduate School and University Center,Psychology,0.81,2017-2018,1st,"Plus an additional $2,000 summer research stipend ",1,2017,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0
6223,New York University (NYU),Biomedical Science,1.28,2017-2018,1st,,1,2017,38000,38000,0,0,38000,Biomedical Science,Other,low,0,0
6225,Massachusetts Institute of Technology (MIT),Chemical Engineering,1.36,2016-2017,4th,,4,2016,37900,38220,0,0,38220,Engineering,Engineering,low,320,320
6226,University of Kentucky (UK),Geography,0.71,2016-2017,1st,,1,2016,14593,0,14848,0,14848,Geography,Geography,high,255,255
6227,University of South Carolina (USC),Geological Sciences,0.96,2016-2017,1st,"Tuition supplement of $8532 for Fall, Spring, and Summer",1,2016,21726,0,15250,7000,22250,Geography,Geography,high,524,524
6228,Florida State University (FSU),Philosophy ,0.64,2016-2017,1st,,1,2016,15000,16000,0,0,16000,Philosophy ,Other,low,1000,1000
6229,University of Miami (UM),Chemistry,1.13,2016-2017,1st,,1,2016,27000,0,22000,5000,27000,Chemistry,Chemistry,high,0,0
6231,George Washington University (GW),Political Science,0.84,2016-2017,1st,"$700/year conference travel budget
$1,500/year health insurance subsidy",1,2016,26000,0,23500,2500,26000,HistPolSoc,HistPolSoc,high,0,0
6232,University of Florida (UF),school psychology,1.07,2016-2017,1st,,1,2016,24200,25000,0,0,25000,school psychology,Other,low,800,800
6233,University of North Carolina - Chapel Hill (UNC),"Evolution, Ecology, and Organismal Biology",0.79,2016-2017,2nd,TA stipend for 20 hrs/week. Health Ins included; Fees not covered; Summer funding not guaranteed.,2,2016,17568,0,19500,0,19500,"Evolution, Ecology, and Organismal Biology",Other,high,1932,1932
6234,Pennsylvania State University (Penn State),Biomedical Science,1.2,2016-2017,1st,,1,2016,27000,27000,0,0,27000,Biomedical Science,Other,low,0,0
6237,Boston University (BU),Earth Sciences,1.13,2016-2017,1st,,1,2016,32250,32250,0,0,32250,Earth Sciences,Other,low,0,0
6239,Boston College (BC),Education,0.64,2016-2017,1st,,1,2016,18000,0,18000,0,18000,Education,Education,high,0,0
6240,West Virginia University (WVU),Plant & Soil Sciences,0.72,2016-2017,2nd,,2,2016,16000,18000,0,0,18000,Plant & Soil Sciences,Other,low,2000,2000
6241,Rutgers the State University of New Jersey - New Brunswick,iSchool,1.01,2016-2017,1st,,1,2016,25969,25969,0,0,25969,iSchool,Other,low,0,0
6242,Princeton University,Mathematics,1.56,2016-2017,1st,,1,2016,39750,39750,0,0,39750,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0
6243,New York University (NYU),Political Science,1.09,2016-2017,1st,for 2017/18 academic year,1,2016,32526,32526,0,0,32526,HistPolSoc,HistPolSoc,low,0,0
6244,University of Chicago (UC),statistics,1.16,2016-2017,1st,,1,2016,28225,0,24225,4000,28225,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
6245,Georgetown University,Linguistics,0.84,2016-2017,1st,,1,2016,26000,0,26000,0,26000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0
6251,Iowa State University (ISU),business,0.1,2016-2017,1st,,1,2016,2208,2208,0,0,2208,business,Other,low,0,0
6252,University of Chicago (UC),Sociology,1.15,2016-2017,1st,,1,2016,28000,28000,0,0,28000,HistPolSoc,HistPolSoc,low,0,0
6253,Johns Hopkins University (JHU),Biochemistry,1.17,2016-2017,1st,,1,2016,30200,31000,0,0,31000,Chemistry,Chemistry,low,800,800
6254,Stanford University (SU),Sociology,1.31,2016-2017,1st,,1,2016,37500,37500,0,0,37500,HistPolSoc,HistPolSoc,low,0,0
6255,Stony Brook University - SUNY,Computer Science,1.18,2016-2017,1st,,1,2016,33000,33000,0,0,33000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0
6256,Virginia Tech,Electrical and Computer Engineering,0.91,2016-2017,2nd,Comprehensive fee is $300 per month. Insurance is $30 per month.,2,2016,19230,0,22200,0,22200,Engineering,Engineering,high,2970,2970
6258,Harvard University (HU),SEAS,1.29,2016-2017,1st,,1,2016,37000,37000,0,0,37000,SEAS,Other,low,0,0
6261,Massachusetts Institute of Technology (MIT),education,1.79,2016-2017,5th,,5,2016,50000,50000,0,0,50000,education,Other,low,0,0
6262,University at Buffalo - SUNY,English,0.97,2016-2017,1st,TAship plus $7500 fellowship,1,2016,20400,0,22400,0,22400,LinguisticsAndCommunication,LinguisticsAndCommunication,high,2000,2000
6264,Cornell University (CU),Information Science,1.06,2016-2017,1st,,1,2016,25780,0,25780,0,25780,Information Science,Other,high,0,0
6267,University of Nevada - Las Vegas (UNLV),"Psychology, Experimental",0.66,2016-2017,5th,,5,2016,15000,0,15000,0,15000,"Psychology, Experimental",Other,high,0,0
6269,Northwestern University (NU),earth and planetary science,0.95,2016-2017,1st,,1,2016,23085,0,23085,0,23085,earth and planetary science,Other,high,0,0
6270,Indiana University of Pennsylvania (IUP),management,0.48,2016-2017,2nd,,2,2016,10000,20000,0,0,20000,management,Other,low,10000,10000
6271,Vanderbilt University,Material Science,1.31,2016-2017,1st,,1,2016,30000,30000,0,0,30000,Material Science,Other,low,0,0
6272,Baylor University (BU),psychology and neuroscience,0.65,2016-2017,1st,,1,2016,13000,13000,0,0,13000,psychology and neuroscience,Other,low,0,0
6273,Worcester Polytechnic Institute (WPI),ECE,1.0,2016-2017,1st,,1,2016,22500,0,22500,0,22500,ECE,Other,high,0,0
6274,Worcester Polytechnic Institute (WPI),ECE,0.11,2016-2017,1st,including $1000 health insurence,1,2016,2500,0,2500,0,2500,ECE,Other,low,0,0
6276,West Virginia University (WVU),Industrial Engineering ,0.81,2016-2017,2nd,,2,2016,18000,18000,0,0,18000,Industrial Engineering ,Other,low,0,0
6279,Georgia Institute of Technology (Georgia Tech),CEE,0.9,2016-2017,1st,,1,2016,21000,24000,0,0,24000,CEE,Other,low,3000,3000
6280,University of Texas - Arlington (UTA),Mechanical Engineering,0.66,2016-2017,1st,$ 2000 for annual college health insurance. You can opt for an external insurance.,1,2016,14400,0,14400,0,14400,Engineering,Engineering,high,0,0
6283,Tulane University (TU),italian,0.33,2016-2017,1st,,1,2016,7500,21500,0,0,21500,italian,Other,low,14000,14000
6285,University of Kansas (KU),Pharmaceutical Chemistry,1.22,2016-2017,2nd,,2,2016,25000,25000,0,0,25000,Pharmaceutical Chemistry,Other,low,0,0
6286,Colorado State University (CSU),ECE,0.8,2016-2017,3rd,,3,2016,18000,21600,0,0,21600,ECE,Other,low,3600,3600
6287,Colorado State University (CSU),Electrical and Computer Engineering,0.8,2016-2017,3rd,,3,2016,18000,21600,0,0,21600,Engineering,Engineering,low,3600,3600
6289,University of California - Davis (UCD),Developmental Psychology,1.04,2016-2017,1st,,1,2016,25000,25000,0,0,25000,Developmental Psychology,Other,low,0,0
6292,University of Utah,Biology,1.53,2016-2017,6th and up,This is an NSF graduate research fellowship. My required fees are covered by the department,6,2016,34000,34000,0,0,34000,Biology,Biology,low,0,0
6293,Cornell University (CU),computer science,1.2,2016-2017,1st,,1,2016,29000,29000,0,0,29000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0
6294,Emory University,English,1.0,2016-2017,1st,,1,2016,23200,24000,0,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,800,800
6295,Emory University,GDBBS,1.22,2016-2017,3rd,,3,2016,28300,29000,0,0,29000,GDBBS,Other,low,700,700
6296,University of California - Los Angeles (UCLA),Anthropology,0.85,2016-2017,1st,,1,2016,22000,0,22000,0,22000,Biology,Biology,high,0,0
6297,University of Chicago (UC),Near Eastern Languages and Civilizations,1.15,2016-2017,1st,,1,2016,28000,0,25000,3000,28000,Near Eastern Languages and Civilizations,Other,high,0,0
6298,Yale University (YU),Pharmacology ,1.37,2016-2017,2nd,,2,2016,33949,33949,0,0,33949,Medical,Medical,low,0,0
6299,Wesleyan University,Physics,1.21,2016-2017,4th,Stipend is the same across all science and math departments,4,2016,30570,30570,0,0,30570,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0
6300,Wesleyan University,Physics,1.21,2016-2017,5th,"All science and math grad students receive the same stipend, regardless of their year in the program. I live relatively comfortably on that money.",5,2016,30570,30570,0,0,30570,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0
6301,Drexel University (DU),Electrical Engineering,1.2,2016-2017,1st,,1,2016,29000,0,29000,0,29000,Engineering,Engineering,high,0,0
6302,University of Texas Medical Branch - Galveston,Pharmacology and Toxicology,1.33,2016-2017,1st,,1,2016,29000,29000,0,0,29000,Pharmacology and Toxicology,Other,low,0,0
6304,University of Georgia (UGA),ILS,1.18,2016-2017,1st,Pays all tuition and fees except 50.00 a year. ,1,2016,24950,25000,0,0,25000,ILS,Other,low,50,50
6305,University of Georgia (UGA),ILS,1.18,2016-2017,1st,Pays all tuition and fees except 25.00 a semester for tuition. ,1,2016,24975,25000,0,0,25000,ILS,Other,low,25,25
6306,University of Wisconsin - Madison (UW),Counseling Psychology,0.66,2016-2017,1st,,1,2016,15000,0,15000,0,15000,Counseling Psychology,Other,high,0,0
6307,University of Rochester (UR),Chemistry,1.22,2016-2017,1st,,1,2016,26186,26750,0,0,26750,Chemistry,Chemistry,low,564,564
6308,Rice University,Electrical and Computer Engineering,1.33,2016-2017,1st,Tuition waived,1,2016,29000,30000,0,0,30000,Engineering,Engineering,low,1000,1000
6309,University of Rochester (UR),Biomedical Engineering,1.33,2016-2017,1st,TA Assistantship,1,2016,28419,28419,0,0,28419,Engineering,Engineering,low,0,0
6310,Georgia Institute of Technology (Georgia Tech),Chemistry,0.98,2016-2017,1st,,1,2016,22900,24000,0,0,24000,Chemistry,Chemistry,low,1100,1100
6311,University of Rochester (UR),biomedical engineering,1.31,2016-2017,1st,,1,2016,28000,28000,0,0,28000,biomedical engineering,Other,low,0,0
6312,Rutgers the State University of New Jersey - New Brunswick,Political Science,1.57,2016-2017,1st,"Two fellowships (one departmental, one university-wide)
40,000 per year with 3,000 for the first summer (research) ",1,2016,40600,0,40000,3000,43000,HistPolSoc,HistPolSoc,high,2400,2400
6313,University of Oregon (UO),comparative literature,0.79,2016-2017,1st,,1,2016,16548,0,13926,3000,16926,comparative literature,Other,high,378,378
6315,University of Chicago (UC),Psychology,1.11,2016-2017,1st,,1,2016,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0
6316,Dartmouth College,Engineering,1.07,2016-2017,1st,,1,2016,26520,26520,0,0,26520,Engineering,Engineering,low,0,0
6317,Binghamton University - SUNY,Political Science,1.07,2016-2017,1st,,1,2016,22200,22200,0,0,22200,HistPolSoc,HistPolSoc,low,0,0
6318,Virginia Commonwealth University (VCU),Biomedical Engineering,1.05,2016-2017,1st,,1,2016,26000,26000,0,0,26000,Engineering,Engineering,low,0,0
6319,University of Arkansas for Medical Sciences,interdisciplinary biomedical sciences ,1.08,2016-2017,2nd,,2,2016,22500,24000,0,0,24000,interdisciplinary biomedical sciences ,Other,low,1500,1500
6320,Colorado State University (CSU),Statistics,0.98,2016-2017,1st,,1,2016,22000,0,18000,4000,22000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
6322,Columbia University (CU),Materials Science,1.44,2016-2017,1st,,1,2016,42700,42700,0,0,42700,Materials Science,Other,low,0,0
6324,University of Kentucky (UK),Department of Statistics,0.97,2016-2017,2nd,,2,2016,19750,0,16000,4000,20000,Department of Statistics,Other,high,250,250
6327,Rensselaer Polytechnic Institute (RPI),Nuclear Engineering,1.22,2016-2017,1st,,1,2016,27666,28666,0,0,28666,Nuclear Engineering,Other,low,1000,1000
6328,Princeton University,Anthropology,1.27,2016-2017,1st,,1,2016,32400,32400,0,0,32400,Biology,Biology,low,0,0
6331,University of Colorado - Boulder (UCB),Applied Mathematics,0.83,2016-2017,1st,"19K standard stipend plus 3K fellowship 
Boulder is very expensive, so you'll probably need outside income.",1,2016,21070,0,19070,3000,22070,Applied Mathematics,Other,high,1000,1000
6332,University of Arizona (U of A),linguistics,0.68,2016-2017,4th,,4,2016,14000,0,14000,0,14000,linguistics,Other,high,0,0
6333,University of Chicago (UC),Sociology,1.15,2016-2017,1st,,1,2016,28000,0,25000,3000,28000,HistPolSoc,HistPolSoc,high,0,0
6335,University of Texas - Austin (UT),Political Science,0.79,2016-2017,1st,"15,074 TA  stipend plus 3000 fellowship; include health insurance; no summer funding guaranteed; disappointed.",1,2016,18074,0,18074,0,18074,HistPolSoc,HistPolSoc,high,0,0
6336,University of Texas - Austin (UT),Political Science ,0.73,2016-2017,1st,"Very little, does not include summer",1,2016,16684,0,16684,0,16684,HistPolSoc,HistPolSoc,high,0,0
6337,University of California - San Diego (UCSD),Political Science ,0.87,2016-2017,1st,"23k first year including summer, then 23k for nine months, plus 3k research account",1,2016,23000,23000,0,0,23000,HistPolSoc,HistPolSoc,low,0,0
6339,University of Texas - Austin (UT),English,0.7,2016-2017,1st,,1,2016,15965,0,13684,2281,15965,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0
6340,University of Minnesota - Twin Cities (UM),Electrical Engineering,1.31,2016-2017,1st,,1,2016,30000,30000,0,0,30000,Engineering,Engineering,low,0,0
6341,Rice University,Chemical Engineering,1.3,2016-2017,1st,,1,2016,28300,28300,0,0,28300,Engineering,Engineering,low,0,0
6342,University of Texas - Austin (UT),Government,0.63,2016-2017,5th,,5,2016,14400,0,14400,0,14400,HistPolSoc,HistPolSoc,high,0,0
6343,Indiana University,Jewish Studies,0.82,2016-2017,2nd,,2,2016,17700,0,20000,0,20000,Jewish Studies,Other,high,2300,2300
6348,University of Maryland - College Park (UMD),computer science,0.98,2016-2017,5th,,5,2016,29500,31000,0,0,31000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1500,1500
6349,University of California - Davis (UCD),Statistics,1.04,2016-2017,1st,,1,2016,25000,0,20000,5000,25000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
6350,University of Washington (UW),cell,1.22,2016-2017,2nd,,2,2016,28445,30000,0,0,30000,cell,Other,low,1555,1555
6352,Yale University (YU),SEAS,1.48,2016-2017,1st,,1,2016,36500,36500,0,0,36500,SEAS,Other,low,0,0
6354,University of North Carolina - Chapel Hill (UNC),Business Management PhD,1.27,2016-2017,1st,,1,2016,28200,30000,0,0,30000,Business Management PhD,Other,low,1800,1800
6355,University of Michigan - Ann Arbor (UM),Mathematics,1.08,2016-2017,1st,,1,2016,25000,0,19737,5263,25000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
6357,Southern Illinois University - Carbondale (SIUC),Clinical Psychology,0.55,2016-2017,1st,"Stipend is around $13,000 before taxes. Fees are around $2,000 per semester. ",1,2016,11000,0,13000,0,13000,Medical,Medical,high,2000,2000
6359,Washington University in St. Louis (Wash U),Olin Business School,1.21,2016-2017,2nd,,2,2016,25000,25000,0,0,25000,Olin Business School,Other,low,0,0
6360,University of Pennsylvania,Biology,1.22,2016-2017,3rd,,3,2016,29500,29500,0,0,29500,Biology,Biology,low,0,0
6361,Carnegie Mellon University (CMU),Materials Science & Engineering,1.39,2016-2017,1st,Includes tuition but nothing else.,1,2016,28800,28800,0,0,28800,Materials Science & Engineering,Other,low,0,0
